donor_id	donor_name	source_url	project_name	is_loan	amount_m	currency	amount_m_usd	objectives	main_components	start_date	start_ut	end_date	end_ut	duration	duration_unit	duration_unit_ticks	implementing_agency	executing_agency	Project Name	Loan / Grant	Amount (USD)	Objective/s	Main Component/s	Commencement Date	Duration	Implementing Agency	Executing Agency
4	China - EXIM Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=4&today=2022-03-14&Itemid=321&lang=en	Colombo Lotus Tower Project	True	88.6	USD	88.6	To establish a multipurpose television and telecommunication tower with a leisure park in Colombo.	Construction of a 350m high multifunctional tower with a floor area including Radio and TV Transmission, Restaurants, Hotels, Conference & Exhibition facilities with a Leisure Park.	2012-09-17	1347840000						Telecommunications Regulatory Commission of Sri Lanka	Presidential Secretariat of Sri Lanka	Colombo Lotus Tower Project	Loan	USD 88.6 Mn	To establish a multipurpose television and telecommunication tower with a leisure park in Colombo.	Construction of a 350m high multifunctional tower with a floor area including Radio and TV Transmission, Restaurants, Hotels, Conference & Exhibition facilities with a Leisure Park.	2012-09-17		Telecommunications Regulatory Commission of Sri Lanka	Presidential Secretariat of Sri Lanka
4	China - EXIM Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=4&today=2022-03-14&Itemid=321&lang=en	Construction of Extension of Southern Expressway Section 4 from Matttala to Hambantota via Andarawewa Project	True	412.0	USD	412.0	To enhance the efficiency of transport system by linking country's major economic centers with Colombo City and other parts of the Country.	Construct 25 km length road section from Matttala to Hambantota via Andarawewa of the Extension of Southern Expressway Project.	2016-09-19	1474243200						Road Development Authority	Ministry of Higher Education & Highways	Construction of Extension of Southern Expressway Section 4 from Matttala to Hambantota via Andarawewa Project	Loan	USD 412 Mn	To enhance the efficiency of transport system by linking country's major economic centers with Colombo City and other parts of the Country.	Construct 25 km length road section from Matttala to Hambantota via Andarawewa of the Extension of Southern Expressway Project.	2016-09-19		Road Development Authority	Ministry of Higher Education & Highways
4	China - EXIM Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=4&today=2022-03-14&Itemid=321&lang=en	Construction of Extension of Southern Expressway Section 1 from Matara to Beliatta Project	True	683.0	USD	683.0	To enhance the efficiency of transport system by linking country's major economic centers with Colombo City and other parts of the Country.	Construct 30 km length road section from Matara to Beliatta of the Extension of Southern Expressway Project.	2016-01-19	1453161600						Road Development Authority	Ministry of Higher Education & Highways	Construction of Extension of Southern Expressway Section 1 from Matara to Beliatta Project	Loan	USD 683 Mn	To enhance the efficiency of transport system by linking country's major economic centers with Colombo City and other parts of the Country.	Construct 30 km length road section from Matara to Beliatta of the Extension of Southern Expressway Project.	2016-01-19		Road Development Authority	Ministry of Higher Education & Highways
4	China - EXIM Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=4&today=2022-03-14&Itemid=321&lang=en	Construction of Extension of Southern Expressway Section 2 from Beliatta to Wetiya Project	True	360.0	USD	360.0	To enhance the efficiency of transport system by linking country's major economic centers with Colombo City and other parts of the Country.	Construct 26 km length road section from Beliatta to Wetiya of the Extension of Southern Expressway Project.	2016-10-28	1477612800						Road Development Authority	Ministry of Higher Education & Highways	Construction of Extension of Southern Expressway Section 2 from Beliatta to Wetiya Project	Loan	USD 360 Mn	To enhance the efficiency of transport system by linking country's major economic centers with Colombo City and other parts of the Country.	Construct 26 km length road section from Beliatta to Wetiya of the Extension of Southern Expressway Project.	2016-10-28		Road Development Authority	Ministry of Higher Education & Highways
4	China - EXIM Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=4&today=2022-03-14&Itemid=321&lang=en	Greater Kurunegala Water Supply & Sanitation Project	True	77.0	USD	77.0	To meet the present & future demand of drinking water in the Greater Kurunegala area.	Increasing water supply capacity from 6500m3/d to 13000m3/d and establish a proper waste water disposal system with a capacity 0f 4500m3/d.	2013-09-18	1379462400						National Water Supply & Drainage Board	Ministry of City Planning & Water Supply	Greater Kurunegala Water Supply & Sanitation Project	Loan	USD 77 Mn	To meet the present & future demand of drinking water in the Greater Kurunegala area.	Increasing water supply capacity from 6500m3/d to 13000m3/d and establish a proper waste water disposal system with a capacity 0f 4500m3/d.	2013-09-18		National Water Supply & Drainage Board	Ministry of City Planning & Water Supply
4	China - EXIM Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=4&today=2022-03-14&Itemid=321&lang=en	Hambantota Hub Development Project	True	252.5	USD	252.5	To enhance the efficiency of transport system by linking country's major economic centers with Colombo City and other parts of the Country.	Construct 15 km length road section from Wetiya to Mattala of the Extension of Southern Expressway Project.	2016-01-25	1453680000						Road Development Authority	Ministry of Higher Education & Highways	Hambantota Hub Development Project	Loan	USD 252.5 Mn	To enhance the efficiency of transport system by linking country's major economic centers with Colombo City and other parts of the Country.	Construct 15 km length road section from Wetiya to Mattala of the Extension of Southern Expressway Project.	2016-01-25		Road Development Authority	Ministry of Higher Education & Highways
4	China - EXIM Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=4&today=2022-03-14&Itemid=321&lang=en	Matara - Beliatta Section of the Matara - Kataragama Railway Line Extension Project	False	200.0	USD	200.0	To improve the transport system in the Southern region by providing an efficient rail transport service from Colombo to Kataragama.	Construction of 26.75km length of single line broad gauge rail track from Matara to Beliatta.; Construct structures such as culverts, bridges, viaducts those required over the Nilwala river flood plain, level crossings, underpasses, overpasses, tunnels.; Construct four numbers railway crossing stations, 2 numbers sub stations and functional requirements of stations.	2013-02-19	1361232000						Sri Lanka Railways	Ministry of Transport & Civil Aviation	Matara - Beliatta Section of the Matara - Kataragama Railway Line Extension Project	Loan (02 loans)	USD 200 mn / USD 78 mn	To improve the transport system in the Southern region by providing an efficient rail transport service from Colombo to Kataragama.	Construction of 26.75km length of single line broad gauge rail track from Matara to Beliatta.; Construct structures such as culverts, bridges, viaducts those required over the Nilwala river flood plain, level crossings, underpasses, overpasses, tunnels.; Construct four numbers railway crossing stations, 2 numbers sub stations and functional requirements of stations.	2013-02-19		Sri Lanka Railways	Ministry of Transport & Civil Aviation
4	China - EXIM Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=4&today=2022-03-14&Itemid=321&lang=en	Bunkering Facility & Tank Farm Project	True	65.0	USD	65.0	The project objective is to supply & store marine fuel, aviation fuel & L.P gas & provide bunkering services for the vessels passing by Sri Lanka.	Constuction of a bulk storage tank farm with a capacity of 82,000 cubic meters with mixing facilities of fuel oil; Connection of pipe lines from tank farm to the oil terminal; Loading & unloading facilities & other service connections.	2009-06-08	1244419200						Sri Lanka Ports Authority	Ministry of Ports & Shipping	Bunkering Facility & Tank Farm Project	Loan	USD 65 Mn	The project objective is to supply & store marine fuel, aviation fuel & L.P gas & provide bunkering services for the vessels passing by Sri Lanka.	Constuction of a bulk storage tank farm with a capacity of 82,000 cubic meters with mixing facilities of fuel oil; Connection of pipe lines from tank farm to the oil terminal; Loading & unloading facilities & other service connections.	2009-06-08		Sri Lanka Ports Authority	Ministry of Ports & Shipping
4	China - EXIM Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=4&today=2022-03-14&Itemid=321&lang=en	Puttalam Coal Power I & II	False	155.0	USD	155.0	The project aims the national importance to growing electricity demand in the country at a minimum cost to the economy by reducing the high reliance thermal power generation.	Installation of a 300MW Coal Power Plant; Jetty for coal handling; Transmission line from  Norochcholai to Veyangoda & substation at  Veyangoda; Establish two power plants with a capacity of 300MW; A transmission line from Norochcholai to Anuradhapura; New substations at Chilaw and Anuradhapura; Construct the Expansion of coal handling port facilities and employees’ housing	2006-09-08	1157673600						Ceylon Electricity Board	Ministry of Power & Renewable Energy	Puttalam Coal Power I & II	Loan (03 loans)	USD 155 Mn, USD 300 Mn, USD 891 Mn	The project aims the national importance to growing electricity demand in the country at a minimum cost to the economy by reducing the high reliance thermal power generation.	Installation of a 300MW Coal Power Plant; Jetty for coal handling; Transmission line from  Norochcholai to Veyangoda & substation at  Veyangoda; Establish two power plants with a capacity of 300MW; A transmission line from Norochcholai to Anuradhapura; New substations at Chilaw and Anuradhapura; Construct the Expansion of coal handling port facilities and employees’ housing	2006-09-08		Ceylon Electricity Board	Ministry of Power & Renewable Energy
4	China - EXIM Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=4&today=2022-03-14&Itemid=321&lang=en	Supply of 02 Nos MA - 60 Aircraft Project	True	41.0	USD	41.0	To use the passenger transportation between domestic and regional destinations.	purchasing 02 commercial aircrafts	2010-09-09	1283990400						Ministry of Ports & Aviation	Ministry of Ports & Aviation	Supply of 02 Nos MA - 60 Aircraft Project	Loan	USD 41 Mn	To use the passenger transportation between domestic and regional destinations.	purchasing 02 commercial aircrafts	2010-09-09		Ministry of Ports & Aviation	Ministry of Ports & Aviation
4	China - EXIM Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=4&today=2022-03-14&Itemid=321&lang=en	Lighting Sri Lanka Uva Province Project (Uva Udanaya)	True	24.9	USD	24.9	This will be used to procure material required for construction of 250 new substations, 625km new MV lines & 2250km new low voltage lines.	Procure material required for construction of 250 new substations; Procure material required for construction of 625km new MV  lines & 2250km new low voltage lines.	2011-07-19	1311033600						Ceylon Electricity Board	Ministry of Power & Renewable Energy	Lighting Sri Lanka Uva Province Project (Uva Udanaya)	Loan	USD 24.9 Mn	This will be used to procure material required for construction of 250 new substations, 625km new MV lines & 2250km new low voltage lines.	Procure material required for construction of 250 new substations; Procure material required for construction of 625km new MV  lines & 2250km new low voltage lines.	2011-07-19		Ceylon Electricity Board	Ministry of Power & Renewable Energy
4	China - EXIM Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=4&today=2022-03-14&Itemid=321&lang=en	Hambantota Port Development Project	True	306.7	USD	306.7	The objective of the project is to expand the port related services using the locational advantages of Hambantota for the economic development of the country.	Two nos of breakwaters(312m long eastern b/w   and 988m long western b/w); 17m deep harbor basin; 210m wide entrance channel; Service berth; 100,000DWT general  purpose berth; 100,000 DWT oil berth; Roads and buildings-Admin Building, Public Service Building and Utility Buildings	2007-10-30	1193702400						Sri Lanka Ports Authority	Ministry of Ports & Shipping	Hambantota Port Development Project	Loan	USD 306.7 Mn	The objective of the project is to expand the port related services using the locational advantages of Hambantota for the economic development of the country.	Two nos of breakwaters(312m long eastern b/w   and 988m long western b/w); 17m deep harbor basin; 210m wide entrance channel; Service berth; 100,000DWT general  purpose berth; 100,000 DWT oil berth; Roads and buildings-Admin Building, Public Service Building and Utility Buildings	2007-10-30		Sri Lanka Ports Authority	Ministry of Ports & Shipping
4	China - EXIM Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=4&today=2022-03-14&Itemid=321&lang=en	Procurement of material for the Northern Province power sector development program project (Uthuru Wasanthaya)	True	31.7	USD	31.7	This will be used to procure material for construction of medium & low voltage network in the Northern Province to achieve 100% electricity coverage.	Procure material for construction of medium & low voltage network	2010-09-09	1283990400						Ceylon Electricity Board	Ministry of Power & Renewable Energy	Procurement of material for the Northern Province power sector development program project (Uthuru Wasanthaya)	Loan	USD 31.7 Mn	This will be used to procure material for construction of medium & low voltage network in the Northern Province to achieve 100% electricity coverage.	Procure material for construction of medium & low voltage network	2010-09-09		Ceylon Electricity Board	Ministry of Power & Renewable Energy
4	China - EXIM Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=4&today=2022-03-14&Itemid=321&lang=en	The supply & delivery to foreign importer the materials required for lighting Sri Lanka Eastern Province project (Negenahira Nawodaya)	True	32.4	USD	32.4		Construction of New electrification Schemes - 268 new rural electrification schemes; 106 new low voltage distribution substations; 802 Km of low voltage lines; 273Km of medium voltage reinforcement tower lines and rehabilitation of 200 of low voltage distribution substations.	2012-01-16	1326672000						Ceylon Electricity Board	Ministry of Power & Renewable Energy	The supply & delivery to foreign importer the materials required for lighting Sri Lanka Eastern Province project (Negenahira Nawodaya)	Loan	USD 32.4 Million		Construction of New electrification Schemes - 268 new rural electrification schemes; 106 new low voltage distribution substations; 802 Km of low voltage lines; 273Km of medium voltage reinforcement tower lines and rehabilitation of 200 of low voltage distribution substations.	2012-01-16		Ceylon Electricity Board	Ministry of Power & Renewable Energy
4	China - EXIM Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=4&today=2022-03-14&Itemid=321&lang=en	Construction of Outer Circular Highway Project Phase III (Kadawatha to Kerawalapitiya)	True	494.0	USD	494.0	To construct 9.32 Km road section from Kadawatha to Kerawalapitiya of the Outer Circular Highway Project linking the Southern Expressway, Colombo - Katunayaka Expressway, Central Expressway & other major national highways.	Construct 9.32 km of Outer Circular Highway from Kadawatha to Kerawalapitiya.	2014-09-16	1410825600						Road Development Authority	Ministry of Higher Education & Highways	Construction of Outer Circular Highway Project Phase III (Kadawatha to Kerawalapitiya)	Loan	USD 494 Mn	To construct 9.32 Km road section from Kadawatha to Kerawalapitiya of the Outer Circular Highway Project linking the Southern Expressway, Colombo - Katunayaka Expressway, Central Expressway & other major national highways.	Construct 9.32 km of Outer Circular Highway from Kadawatha to Kerawalapitiya.	2014-09-16		Road Development Authority	Ministry of Higher Education & Highways
